	Description	Category
17293	Оплата за Дыня Пьель Де Сапо по счету 46063450750759228619 от 17.06.2024г Сумма 870-00	FOOD_GOODS
17294	Оплата за Уксус Рестория яблочный 6% 500мл по счету 87865689571107368814 от 12.12.2028 Сумма 2020-00	FOOD_GOODS
17295	Оплата за Перчатки Econta трикотажные р.8 5пар по счету 04052322814058638581 от 02.02.2026г. Сумма 3930-00	FOOD_GOODS
17296	Оплата за Ананасы Красная Цена кусочки в сиропе 580мл по счету 20134550115034258907 от 06 марта 2025г Сумма 3330-00	FOOD_GOODS
17297	Оплата за Гуляш из говядины Эколь Халяль 400г по счету 95630434540278208795 от 27.12.2025 г. Сумма 2780-00	FOOD_GOODS
17298	Оплата за Тушка утенка Улыбино потрошеная замороженная по счету 62294204227031315325 от 03.02.2027г. Сумма 1450-00	FOOD_GOODS
17299	Оплата за Рис Селяночка круглозерный 5x80г по счету 84259530710332110043 от 30.03.2023 Сумма 650,00	FOOD_GOODS
17300	Оплата по счету 0285 от 21 апреля 2026г за Red Bull. Сумма 20400-00 без учета НДС	FOOD_GOODS
17301	Оплата за 500 штук новогодних шоколадных подарков по счету 0702 от 06/01/2024г. .Сумма 19600,00 В т.ч. НДС 20% 3266,66	FOOD_GOODS
17302	Оплата минеральной питьевой воды по счету 77911955798080931349 от 18.08.2025 Сумма 1930.00 без учета НДС	FOOD_GOODS
17303	Оплата за 500 штук новогодних шоколадных подарков по счету 0578 от 23/12/2025г. .Сумма 31300.00 В т.ч. НДС 20% 5216.66	FOOD_GOODS
17304	Оплата за Фольга алюминиевая Econta для хранения и упаковки продуктов 10м по счету 57533167113522928499 от 02.06.2023г. Сумма 3710-00	FOOD_GOODS
17305	Оплата за Орехи по счету 88557391888102561571 от 10.02.2024г. Сумма 4050.00	FOOD_GOODS
17306	Комиссия за организацию сделки по дог. лизинга №56А-01756. Сумма 23/07/2023, в т.ч. НДС 20% 1640.00	FOOD_GOODS
17307	Оплата за Яблоки Global Village Роял Гала по счету 86415127665154467641 от 13.04.2028г. Сумма 4590-00	FOOD_GOODS
17308	Оплата по Договору №А03744/77 от 16 августа 2027за бухгалтерское сопровождение в счет задолженности	FOOD_GOODS
17309	Оплата за Рулет бисквитный Красная Цена клубничный 200г по счету 40092897093091784032 от 14.12.2025г. Сумма 4940-00	FOOD_GOODS
17310	Оплата за Стейк Веско Классический из говядины охлажденный 190г по счету 64231054047029333193 от 19.02.2028г Сумма 3890-00	FOOD_GOODS
17311	Оплата за Печенье Шарлиз Американо сдобное 250г по счету 10149718246549882059 от 28 июня 2027 Сумма 1570,00	FOOD_GOODS
17312	Оплата за Бобовые по счету 12582739652456846477 от 06.01.2024 Сумма 1840.00	FOOD_GOODS
17313	Оплата по счету 0125 от 30 декабря 2024 г. за Red Bull. Сумма 38900-00 без учета НДС	FOOD_GOODS
17314	Оплата за Мед Медовый Край Разнотравье цветочный натуральный 500г по счету 01910384007196405573 от 22.07.2028 г. Сумма 2620-00	FOOD_GOODS
17315	Оплата за 500 штук новогодних шоколадных подарков по счету 0182 от 30.08.2028 .Сумма 7600,00 В т.ч. НДС 20% 1266,66	FOOD_GOODS
17316	Оплата за Напиток кофейный Nescafé латте растворимый 18г по счету 37087053089740995688 от 05.06.2024г. Сумма 540-00	FOOD_GOODS
17317	Оплата по счету 0528,0529,0530 от 29 ноября 2024г (в рамках договора финансовой аренды №Д-02939/60 от 21/07/2023г.). В т.ч. НДС(20%) 260000,0	FOOD_GOODS
17318	Возмещение расходов на страхование ОСАГО по договору лизинга №82-04715 от 17.02.2025 в сумме 33900-00, без НДС	FOOD_GOODS
17319	"Оплата по товарной накладной 0222 от 25.05.2025 г. за конфеты ""Алёнка"".Сумма 9400,00 В т.ч. НДС 20% 1566,66"	FOOD_GOODS
17320	Оплата за Зефир Шарлиз глазированный ваниль 240г по счету 08874691903292614283 от 11.09.2025 Сумма 2880,00	FOOD_GOODS
17321	Окончательный расчет по акту приема-передачи №0202 от 09.08.2024 г. (договор лизинга №27-01054 от 02.10.2023г). В т.ч. НДС(20%) 178333-33	FOOD_GOODS
17322	Оплата за Пластины от комаров Mosquitall Нежная Защита для детей 10шт. по счету 41702378659590079357 от 28/12/2025 Сумма 1390-00	FOOD_GOODS
17323	Оплата по счету #0262 от 25.12.2024г за яхту/катер Midnight Express FL06354	FOOD_GOODS
17324	Оплата за 500 штук новогодних шоколадных подарков по счету 0092 от 19.02.2028г. .Сумма 7900-00 В т.ч. НДС 20% 1316-66	FOOD_GOODS
17325	Оплата за Подушечки Любятово с шоколадной начинкой 220г по счету 10731407643650045891 от 2026.10.30 Сумма 1980.00	FOOD_GOODS
17326	Оплата за Хлопья зерновые по счету 03957723436340607537 от 24 сентября 2024 г. Сумма 2050.00	FOOD_GOODS
17327	Оплата за игристое вино Asti по договору №02317А от 07 февраля 2027 г. .Сумма 2830000-00 В т.ч. НДС 20% 471666-66	FOOD_GOODS
17328	За юридические услуги по договору №Б-04229/32 от 01.12.2025	FOOD_GOODS
17329	Оплата за Масло Borges оливковое Extra virgin original 0.5л по счету 41072108045496872372 от 04.10.2026г. Сумма 4760.00	FOOD_GOODS
17330	"НДС от Комиссия АКБ ""Первый банк"" (АО) за выполнение функции агента валютного контроля за з/п № 953 от 2024-09-03"	FOOD_GOODS
17331	Оплата за Смесь сухая Maggi На второе для сочной курицы с чесноком 38г по счету 99347907797063338812 от 01.08.2025г. Сумма 1230.00	FOOD_GOODS
17332	Оплата за игристое вино Asti по договору №39-00432Б от 07/08/2026 .Сумма 4040000,00 В т.ч. НДС 20% 673333,33	FOOD_GOODS
17333	Оплата аванса за ГСМ по счету А-0809 от 07 апреля 2024 г. к Договору 35.424537-БА от 11 мая 2024. на сумму 2280000.00В т.ч. НДС(20%) 380000.0	FOOD_GOODS
17334	Оплата по сч. 0059 от 05 сентября 2025 г. за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94	FOOD_GOODS
17335	Оплата минеральной питьевой воды по счету 90769837687142311456 от 2024.07.06 Сумма 3130,00 без учета НДС	FOOD_GOODS
17336	Оплата по договору №23-01515 от 18.06.2028, счету 0342 от 18.06.2028 за мясные деликатесы. Сумма 16000.00 В т.ч. НДС 20% 2666.66	FOOD_GOODS
17337	Оплата за Яблоки Голден по счету 67683471723293528138 от 23/02/2027 Сумма 2070.00	FOOD_GOODS
17338	Оплата за Кукуруза Global Village сахарная 340г по счету 73097439448051967852 от 18 октября 2023 Сумма 2920.00	FOOD_GOODS
17339	Оплата по договору №Г04818 от 17.10.2024г., счету 0798 от 17.10.2024г. за мясные деликатесы. Сумма 34100-00 В т.ч. НДС 20% 5683-33	FOOD_GOODS
17340	Оплата по договору процентного займа (20%) №А-00414/01 от 01/10/2024. Без НДС	FOOD_GOODS
17341	Оплата за запчасти по договору поставки б/н от 13 августа 2024 г. (ГБД 0436 АО Автодом Ауди по счету №0986	FOOD_GOODS
17342	Оплата за Зубная паста Splat Professional Длительная Свежесть 80г по счету 44271843464370896694 от 20/11/2026 Сумма 3440.00	FOOD_GOODS
17343	Оплата за Зубная паста Splat Professional Ультракомплекс 80г по счету 43925643439526121048 от 01.09.2024г Сумма 3070-00	FOOD_GOODS
17344	Оплата за Крабовые палочки Vici имитация охлажденные 220г по счету 59430363471368335191 от 04 апреля 2025 Сумма 3700.00	FOOD_GOODS
17345	Оплата за Колбаски Мираторг из свинины для жарки охлажденные 400г по счету 79088267987058322722 от 29.12.2028 г. Сумма 1260.00	FOOD_GOODS
17346	Оплата за Масло Красная цена подсолнечное рафинированное 0.9л по счету 78841813482383396619 от 14 ноября 2027 г. Сумма 4730-00	FOOD_GOODS
17347	Оплата за 500 штук новогодних шоколадных подарков по счету 0019 от 11.07.2025 г. .Сумма 42100,00 В т.ч. НДС 20% 7016,66	FOOD_GOODS
17348	Оплата по счету 0088 от 03/09/2026г. за Red Bull. Сумма 44300.00 без учета НДС	FOOD_GOODS
