description,mislead_category,predicted_category 
"Оплата за Освежитель Econta WC Море для унитаза 30г по счету 69409526638176054128 от 12.02.2024г Сумма 3390,00",REAL_ESTATE,NON_FOOD_GOODS
"Оплата за Туалетная бумага Papia Балийский цветок 3 слоя 8шт. по счету 78005744466961965856 от 13.05.2025 Сумма 1480,00",REAL_ESTATE,NON_FOOD_GOODS
Оплата за Кофе в капсулах Jardin Ristretto молотый 10x5г по счету 45938347339394462086 от 20.06.2024г. Сумма 3580-00,REAL_ESTATE,FOOD_GOODS
Оплата за Огурцы Global Village корнишоны соленые 500г по счету 70291128541689103071 от 04.11.2026 Сумма 1000.00,REAL_ESTATE,FOOD_GOODS
Оплата за Маска Koreain Water Brightening Mask увлажняющая тканевая 25мл по счету 97478918738151540984 от 17.08.2026г. Сумма 2230-00,REAL_ESTATE,NON_FOOD_GOODS
"оплата по счетам 0047, 0438,0021, 0676 за услугиСумма 19.03.2027гВ т.ч. НДС(20%) 37600,00",REAL_ESTATE,SERVICE
Оплата за Пакеты Liberhaus для продуктов 26x36см 100шт. по счету 80144480993481537697 от 15.09.2027 г. Сумма 2240.00,REAL_ESTATE,NON_FOOD_GOODS
Оплата за Вафли Шарлиз Голландские с карамельной начинкой 290г по счету 57698895354337381870 от 17/07/2027 Сумма 2650.00,REAL_ESTATE,FOOD_GOODS
Оплата за Леденцы Бон Пари Фруктовый Микс 75г по счету 13054242538398469800 от 31 декабря 2027г Сумма 2750-00,REAL_ESTATE,FOOD_GOODS
Оплата за Автоочиститель стекол Top Energy -20°C 4л по счету 52400128497540260729 от 14/11/2023г. Сумма 3720-00,REAL_ESTATE,NON_FOOD_GOODS
Лечение по договору №А-04148/30 от 16/03/2023,REAL_ESTATE,SERVICE
За участие в конференции в г. Новошахтинск по договору №01890А от 29 апреля 2025,REAL_ESTATE,SERVICE
"Оплата по дог.финансовой аренды №Б00882 от 09.03.2025г, акт приема-передачи 174 от 27/01/2024. В т.ч. НДС(20%) 571666.66",REAL_ESTATE,LEASING
"За строительные работы по адресу г. Салават, Полесская ул., д. 9 по договору №24-04325Г от 13 мая 2023г",REAL_ESTATE,SERVICE
"За строительные работы по адресу г. Октябрьский, Полесская ул., д. 20 по договору №Г04309 от 04.11.2026г",REAL_ESTATE,SERVICE
"За строительные работы по адресу г. Уфа, Белорусская ул., д. 16 по договору 31.253170-ДГ от 2025.11.11",REAL_ESTATE,SERVICE
За аренду машины/автомобиля по договору №478 от 05.05.2028 г.,REAL_ESTATE,SERVICE
"Оплата за Рис Селяночка круглозерный 5x80г по счету 58509652909748137018 от 16.06.2025г. Сумма 2240,00",REAL_ESTATE,FOOD_GOODS
Частичная оплата по счету № 0056 от 09.12.2027 за костюмы ФаворитСумма 8800-00В т.ч. НДС(20%) 1466-66,REAL_ESTATE,NON_FOOD_GOODS
"Оплата по Счету 0800 от 06.02.2028г за банковские сборы Сумма 530,00 Без налога (НДС)",REAL_ESTATE,BANK_SERVICE
"Оплата за Набор ложек HK Kiana Group чайных по счету 93272267489038597688 от 15.09.2024г. Сумма 1380,00",REAL_ESTATE,NON_FOOD_GOODS
Оплата за Какао-порошок Золотой Ярлык 100г по счету 12402218508402440044 от 31.05.2028 г. Сумма 1470-00,REAL_ESTATE,FOOD_GOODS
За аренду машины/автомобиля по договору б/н от 11.06.2024,REAL_ESTATE,SERVICE
"оплата по договору №04417Г от 08/03/2023 за ЖКТМСумма 2530000,00В т.ч. НДС(20%) 421666,66",REAL_ESTATE,SERVICE
Оплата за Жевательная резинка по счету 57154632153136331473 от 04 июля 2026г Сумма 3520.00,REAL_ESTATE,FOOD_GOODS
"Оплата за Средство чистящее Econta для сливного бака таблетка по счету 66314561035894241718 от 07.07.2026 г. Сумма 2670,00",REAL_ESTATE,NON_FOOD_GOODS
"Оплата за Салфетки Econta универсальные 30х38см в ассортименте по счету 27592712599539183823 от 20/10/2026г. Сумма 1680,00",REAL_ESTATE,NON_FOOD_GOODS
Частичная оплата по счету № 0603 от 2027-05-28 за костюмы ФаворитСумма 25300-00В т.ч. НДС(20%) 4216-66,REAL_ESTATE,NON_FOOD_GOODS
"Оплата по договору №6-00200/45 от 07 декабря 2026г, счету 0839 от 07 декабря 2026г за мясные деликатесы. Сумма 9700,00 В т.ч. НДС 20% 1616,66",REAL_ESTATE,FOOD_GOODS
"Оплата за Освежитель воздуха Glade Океанский оазис 300мл по счету 59547189492947599491 от 31/08/2026г. Сумма 3430,00",REAL_ESTATE,NON_FOOD_GOODS
Оплата за Мини-пряники Шарлиз с фруктово-ягодной начинкой со вкусом клюквы 300г по счету 57571373852737284679 от 03/09/2026г. Сумма 2520.00,REAL_ESTATE,FOOD_GOODS
Оплата по сч. 0889 от 23.10.2027г за абхазсие мандарины. Сумма 17000-00 В т.ч. НДС 20% - 2833-33,REAL_ESTATE,FOOD_GOODS
Оплата за Размещение рекламы по счету 62612235016008434796 от 19/08/2026г.; Договор №04862А от 23 июля 2028,REAL_ESTATE,SERVICE
Оплата за Полотенца бумажные Papia 3 слоя по счету 25238954472686409214 от 15 мая 2024 г. Сумма 3830-00,REAL_ESTATE,NON_FOOD_GOODS
Оплата за Шампунь Глисс Кур Жидкий Шелк 400мл по счету 39466300836058166195 от 25.02.2027 Сумма 2880.00,REAL_ESTATE,NON_FOOD_GOODS
"Оплата по Договору №8-00742/12 от 10.01.2025 г. за акты 0385 и 0538 (транспортные услуги)Сумма 9600,00В т.ч. НДС(20%) 1600,0",REAL_ESTATE,SERVICE
Оплата по сч. 0983 от 30 ноября 2028г за абхазсие мандарины. Сумма 17700.00 В т.ч. НДС 20% - 2950.0,REAL_ESTATE,FOOD_GOODS
Оплата за Средство для стирки Лоск Color 1.3л по счету 17416054491712287690 от 12/07/2023г. Сумма 4120-00,REAL_ESTATE,NON_FOOD_GOODS
Оплата за Вафли Шарлиз Голландские с карамельной начинкой 290г по счету 72371767873036358538 от 03.05.2025 г. Сумма 3540.00,REAL_ESTATE,FOOD_GOODS
Оплата за Посуда для сервировки по счету 80999516993762747844 от 17.08.2023г. Сумма 4180-00,REAL_ESTATE,NON_FOOD_GOODS
Оплата за Мешки для мусора Liberhaus сверхпрочные 240л 10шт по счету 65960527183806753904 от 18/07/2027 Сумма 3940.00,REAL_ESTATE,NON_FOOD_GOODS
За бронирование отеля в г. Каспийск по договору №16-02503Д от 27.06.2028 г.,REAL_ESTATE,SERVICE
"За транспортировку, перевозка автомобилем из г. Кисловодск в г. Первоуральск по договору №28В-04070 от 24 марта 2024г",REAL_ESTATE,SERVICE
За бронирование отеля в г. Балашиха по договору №7-04712/49 от 16.09.2023,REAL_ESTATE,SERVICE
Оплата по счету #0435 от 08.08.2023 за яхту/катер Midnight Express FL06354,REAL_ESTATE,NOT_CLASSIFIED
"Оплата за Кисель Леовит Желудочный нейтральный 5х20г по счету 94731122442684892256 от 14 апреля 2027 Сумма 2140,00",REAL_ESTATE,FOOD_GOODS
Оплата за Жевательный мармелад Mixbar фруктово-ягодный в ассортименте 70г по счету 23838018905045921077 от 28.05.2026г. Сумма 3860.00,REAL_ESTATE,FOOD_GOODS
Лечение по договору №5-00528/40 от 16/02/2023,REAL_ESTATE,SERVICE
Оплата за кофе в зернах по счету 37375272031754202115 от 17 июля 2025 г. Сумма 3470-00 в т.ч. НДС 20% 578-33,REAL_ESTATE,FOOD_GOODS
За медицинское обслуживание по договору №18-02861 от 06 июля 2023,REAL_ESTATE,SERVICE
"Оплата по сч. 0802 от 24.09.2025 за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94",REAL_ESTATE,FOOD_GOODS
"Оплата по договору б/н от 14 октября 2027, счету 0012 от 14 октября 2027 за 'Дымовские колбасы'.Сумма 520000-00 В т.ч. НДС 20% 86666-66",REAL_ESTATE,FOOD_GOODS
Оплата по сч. 0336 от 29.04.2028 за абхазсие мандарины. Сумма 42400.00 В т.ч. НДС 20% - 7066.66,REAL_ESTATE,FOOD_GOODS
Частичная оплата по счету № 0091 от 27/12/2024г. за костюмы ФаворитСумма 49700-00В т.ч. НДС(20%) 8283-33,REAL_ESTATE,NON_FOOD_GOODS
"Оплата за Шампунь для волос Garnier Fructis SOS восстановление укрепляющий 400мл по счету 66767691358653899054 от 23 июля 2025 г. Сумма 4920,00",REAL_ESTATE,NON_FOOD_GOODS
За участие в конференции в г. Череповец по договору №Е-03540/96 от 26/11/2025,REAL_ESTATE,SERVICE
"Частичная оплата по счету № 0583 от 22.06.2028 г. за костюмы ФаворитСумма 13600,00В т.ч. НДС(20%) 2266,66",REAL_ESTATE,NON_FOOD_GOODS
Частичная оплтаа по счету № 0050 от 18.02.2023г. за костюмы ФаворитСумма 25400-00В т.ч. НДС(20%) 4233-33,REAL_ESTATE,NON_FOOD_GOODS
"Оплата по Договору №А01688/24 от 11.03.2023 за акт 0308 транспортные услуги Сумма 30600,00Без налога(НДС)",REAL_ESTATE,SERVICE
Частичная оплата по счету № 0965 от 14/03/2024 за костюмы ФаворитСумма 21800.00В т.ч. НДС(20%) 3633.33,REAL_ESTATE,NON_FOOD_GOODS
"Оплата за Маска Koreain Pearl Yeast Activating Mask увлажняющая тканевая с экстрактом жемчуга 25мл по счету 29244504231823097609 от 06 марта 2027 г. Сумма 1540,00",REAL_ESTATE,NON_FOOD_GOODS
Оплата за Фисташки Красная цена неочищенные жареные соленые 100г по счету 21481685835511674139 от 21.07.2023г. Сумма 550.00,REAL_ESTATE,FOOD_GOODS
Оплата за Лампочки по счету 98464799501948441238 от 26.09.2027 Сумма 4540.00,REAL_ESTATE,NON_FOOD_GOODS
Лечение по договору №410 от 04.07.2028 г.,REAL_ESTATE,SERVICE
